,"A1 Endurance sport, land-based","A2 Endurance sport, Cycling","A3 Endurance sport, Swimming",B1 Individual Fitness,B2 Group-based Fitness,E Compostional-creative activities,F relaxation-oriented activities,G  Outdoor sports,H1 Team sport games,H2 Net games
3589,0.41,0.46,0.15,0.58,0.32,0.17,0.46,0.49,0.26,0.52
3590,0.53,0.51,0.26,0.51,0.2,0.06,0.06,0.21,0.08,0.22
3591,0.39,0.27,0.27,0.67,0.24,0.43,0.22,0.34,0.19,0.3
3592,0.2,0.17,0.1,0.47,0.17,0.39,0.05,0.05,0.62,0.5
3593,0.69,0.51,0.46,0.52,0.62,0.45,0.63,0.44,0.03,0.33
3594,0.63,0.59,0.57,0.33,0.4,0.71,0.51,0.64,0.07,0.21
3595,0.49,0.3,0.22,0.26,0.37,0.18,0.45,0.15,0.06,0.08
3596,0.27,0.14,0.17,0.58,0.23,0.71,0.11,0.11,0.22,0.12
3597,0.34,0.24,0.34,0.4,0.73,0.24,0.55,0.22,0.12,0.27
3598,0.63,0.5,0.58,0.49,0.64,0.4,0.69,0.61,0.04,0.28
3599,0.54,0.37,0.45,0.55,0.6,0.51,0.54,0.26,0.06,0.14
3600,0.48,0.38,0.3,0.51,0.36,0.31,0.43,0.56,0.3,0.46
3601,0.33,0.24,0.14,0.15,0.14,0.34,0.06,0.45,0.41,0.56
3602,0.65,0.55,0.47,0.56,0.56,0.24,0.69,0.37,0.06,0.12
3603,0.45,0.2,0.19,0.65,0.06,0.02,0.08,0.24,0.31,0.27
3604,0.33,0.17,0.2,0.54,0.26,0.37,0.14,0.34,0.4,0.34
3605,0.72,0.59,0.35,0.62,0.34,0.26,0.57,0.51,0.03,0.16
3606,0.47,0.58,0.16,0.23,0.14,0.13,0.05,0.5,0.79,0.58
3607,0.47,0.45,0.27,0.56,0.18,0.04,0.07,0.07,0.15,0.17
3608,0.35,0.35,0.48,0.51,0.67,0.36,0.4,0.19,0.07,0.27
3609,0.47,0.53,0.24,0.44,0.69,0.35,0.37,0.17,0.05,0.44
3610,0.39,0.19,0.1,0.54,0.19,0.48,0.11,0.07,0.18,0.22
3611,0.5,0.43,0.43,0.39,0.55,0.54,0.57,0.4,0.08,0.36
3612,0.34,0.16,0.41,0.32,0.53,0.48,0.34,0.36,0.1,0.44
3613,0.36,0.22,0.28,0.44,0.19,0.25,0.34,0.49,0.06,0.19
3614,0.63,0.56,0.28,0.52,0.66,0.32,0.67,0.54,0.03,0.55
3615,0.39,0.17,0.32,0.18,0.45,0.69,0.34,0.4,0.09,0.47
3616,0.52,0.44,0.29,0.48,0.56,0.32,0.42,0.33,0.05,0.42
3617,0.6,0.31,0.52,0.21,0.65,0.11,0.33,0.24,0.03,0.19
3618,0.2,0.22,0.13,0.19,0.17,0.58,0.05,0.29,0.59,0.49
3619,0.31,0.11,0.32,0.45,0.11,0.18,0.05,0.09,0.5,0.32
3620,0.65,0.63,0.37,0.43,0.16,0.08,0.14,0.45,0.31,0.41
3621,0.35,0.13,0.34,0.38,0.67,0.3,0.23,0.2,0.07,0.3
3622,0.41,0.12,0.34,0.55,0.11,0.23,0.09,0.33,0.71,0.63
3623,0.24,0.21,0.15,0.47,0.21,0.05,0.03,0.24,0.7,0.61
3624,0.31,0.17,0.3,0.45,0.41,0.12,0.53,0.16,0.03,0.21
3625,0.43,0.37,0.48,0.24,0.36,0.67,0.29,0.76,0.21,0.38
3626,0.54,0.21,0.26,0.65,0.35,0.17,0.11,0.12,0.14,0.19
3627,0.45,0.19,0.42,0.32,0.45,0.35,0.31,0.29,0.12,0.43
3628,0.55,0.24,0.35,0.7,0.25,0.36,0.14,0.26,0.41,0.33
3629,0.71,0.58,0.52,0.58,0.53,0.26,0.6,0.37,0.06,0.14
3630,0.38,0.39,0.13,0.33,0.15,0.13,0.05,0.65,0.55,0.39
3631,0.68,0.4,0.52,0.6,0.36,0.32,0.69,0.24,0.05,0.13
3632,0.22,0.17,0.13,0.49,0.12,0.04,0.02,0.09,0.33,0.12
3633,0.45,0.37,0.16,0.35,0.08,0.05,0.05,0.52,0.85,0.73
3634,0.42,0.27,0.41,0.66,0.25,0.4,0.23,0.5,0.11,0.36
3635,0.53,0.42,0.29,0.58,0.49,0.19,0.58,0.36,0.07,0.21
3636,0.43,0.27,0.37,0.16,0.42,0.24,0.61,0.17,0.04,0.25
3637,0.35,0.23,0.35,0.23,0.32,0.55,0.17,0.63,0.43,0.65
3638,0.72,0.57,0.31,0.52,0.35,0.15,0.69,0.32,0.02,0.09
3639,0.42,0.35,0.38,0.57,0.33,0.22,0.19,0.39,0.12,0.42
3640,0.27,0.23,0.09,0.27,0.08,0.38,0.03,0.42,0.83,0.59
3641,0.52,0.21,0.34,0.74,0.35,0.27,0.24,0.25,0.29,0.49
3642,0.4,0.46,0.29,0.39,0.23,0.07,0.07,0.13,0.13,0.32
3643,0.26,0.25,0.26,0.42,0.7,0.34,0.53,0.08,0.02,0.16
3644,0.68,0.45,0.31,0.53,0.57,0.22,0.5,0.14,0.02,0.08
3645,0.41,0.22,0.22,0.72,0.07,0.04,0.06,0.16,0.27,0.14
3646,0.58,0.22,0.25,0.63,0.15,0.13,0.14,0.12,0.19,0.14
3647,0.42,0.45,0.39,0.63,0.62,0.34,0.45,0.32,0.2,0.51
3648,0.63,0.51,0.53,0.32,0.55,0.52,0.69,0.78,0.09,0.49
3649,0.72,0.56,0.38,0.45,0.38,0.06,0.38,0.54,0.23,0.33
3650,0.57,0.57,0.4,0.55,0.55,0.15,0.5,0.61,0.04,0.39
3651,0.43,0.3,0.22,0.64,0.08,0.05,0.04,0.47,0.72,0.4
3652,0.43,0.25,0.41,0.52,0.37,0.65,0.44,0.18,0.06,0.24
3653,0.3,0.15,0.32,0.21,0.55,0.71,0.29,0.25,0.12,0.34
3654,0.34,0.29,0.19,0.6,0.12,0.06,0.04,0.37,0.81,0.61
3655,0.61,0.79,0.53,0.26,0.1,0.13,0.26,0.7,0.13,0.29
3656,0.35,0.15,0.18,0.44,0.15,0.1,0.06,0.25,0.25,0.24
3657,0.34,0.27,0.46,0.52,0.58,0.21,0.73,0.11,0.03,0.08
3658,0.58,0.19,0.28,0.43,0.16,0.13,0.08,0.32,0.68,0.52
3659,0.49,0.26,0.35,0.6,0.49,0.39,0.37,0.37,0.14,0.54
3660,0.25,0.2,0.11,0.31,0.11,0.05,0.02,0.38,0.9,0.74
3661,0.41,0.59,0.52,0.34,0.44,0.69,0.73,0.7,0.04,0.16
3662,0.15,0.12,0.15,0.77,0.05,0.09,0.04,0.17,0.73,0.44
3663,0.73,0.55,0.5,0.53,0.38,0.22,0.46,0.61,0.07,0.41
3664,0.41,0.36,0.36,0.62,0.64,0.39,0.43,0.33,0.14,0.4
3665,0.48,0.17,0.26,0.4,0.37,0.2,0.13,0.11,0.1,0.13
3666,0.29,0.15,0.34,0.52,0.26,0.57,0.12,0.25,0.31,0.52
3667,0.51,0.67,0.26,0.55,0.16,0.07,0.08,0.56,0.52,0.68
3668,0.59,0.77,0.3,0.61,0.16,0.06,0.05,0.45,0.1,0.19
3669,0.48,0.44,0.54,0.5,0.65,0.41,0.71,0.37,0.06,0.29
3670,0.35,0.26,0.42,0.34,0.68,0.43,0.31,0.07,0.03,0.16
3671,0.49,0.59,0.26,0.23,0.26,0.63,0.28,0.73,0.08,0.56
3672,0.62,0.56,0.43,0.57,0.55,0.2,0.68,0.32,0.05,0.38
3673,0.3,0.29,0.18,0.47,0.1,0.26,0.04,0.57,0.78,0.48
3674,0.61,0.54,0.42,0.45,0.53,0.18,0.7,0.18,0.05,0.16
3675,0.56,0.46,0.23,0.65,0.14,0.04,0.02,0.29,0.44,0.29
3676,0.47,0.35,0.34,0.19,0.51,0.15,0.48,0.05,0.03,0.08
3677,0.54,0.38,0.38,0.51,0.52,0.18,0.66,0.23,0.03,0.16
3678,0.45,0.38,0.44,0.37,0.4,0.21,0.79,0.11,0.02,0.14
3679,0.46,0.31,0.35,0.15,0.23,0.14,0.25,0.06,0.02,0.11
3680,0.51,0.4,0.43,0.5,0.31,0.24,0.45,0.2,0.05,0.21
3681,0.67,0.71,0.47,0.56,0.2,0.05,0.07,0.36,0.11,0.16
3682,0.57,0.45,0.31,0.75,0.13,0.05,0.07,0.42,0.59,0.17
3683,0.66,0.53,0.35,0.52,0.71,0.23,0.66,0.48,0.03,0.29
3684,0.75,0.59,0.3,0.51,0.36,0.28,0.68,0.27,0.02,0.08
3685,0.45,0.33,0.45,0.49,0.67,0.22,0.61,0.17,0.03,0.18
3686,0.34,0.23,0.15,0.6,0.13,0.57,0.08,0.13,0.27,0.1
3687,0.64,0.65,0.42,0.49,0.1,0.08,0.05,0.17,0.05,0.16
3688,0.21,0.17,0.36,0.19,0.31,0.81,0.08,0.57,0.47,0.52
3689,0.69,0.56,0.61,0.32,0.46,0.69,0.8,0.78,0.07,0.27
3690,0.54,0.46,0.34,0.32,0.47,0.72,0.52,0.74,0.1,0.25
3691,0.57,0.45,0.46,0.56,0.48,0.21,0.7,0.22,0.04,0.09
3692,0.69,0.56,0.45,0.37,0.58,0.6,0.74,0.73,0.05,0.43
3693,0.44,0.37,0.23,0.45,0.17,0.04,0.1,0.07,0.08,0.21
3694,0.28,0.16,0.16,0.86,0.08,0.04,0.04,0.14,0.58,0.13
3695,0.32,0.2,0.14,0.8,0.29,0.65,0.11,0.04,0.18,0.12
3696,0.53,0.2,0.26,0.76,0.2,0.28,0.08,0.19,0.35,0.33
3697,0.71,0.56,0.45,0.39,0.5,0.27,0.69,0.44,0.05,0.19
3698,0.43,0.16,0.28,0.31,0.3,0.21,0.6,0.19,0.04,0.1
3699,0.74,0.53,0.33,0.6,0.37,0.24,0.46,0.2,0.02,0.05
3700,0.76,0.61,0.5,0.47,0.25,0.15,0.68,0.6,0.04,0.26
3701,0.38,0.21,0.43,0.71,0.2,0.29,0.18,0.16,0.12,0.23
3702,0.34,0.19,0.16,0.75,0.04,0.03,0.02,0.11,0.82,0.23
3703,0.34,0.2,0.19,0.58,0.16,0.41,0.06,0.1,0.48,0.35
3704,0.73,0.57,0.37,0.56,0.41,0.15,0.5,0.32,0.04,0.11
3705,0.6,0.79,0.42,0.29,0.08,0.08,0.12,0.67,0.08,0.39
3706,0.25,0.24,0.34,0.74,0.07,0.05,0.03,0.18,0.67,0.5
3707,0.42,0.22,0.25,0.41,0.14,0.05,0.08,0.14,0.14,0.16
3708,0.76,0.53,0.37,0.45,0.52,0.35,0.57,0.26,0.02,0.09
3709,0.55,0.56,0.39,0.63,0.51,0.19,0.59,0.34,0.03,0.36
3710,0.49,0.42,0.29,0.48,0.59,0.29,0.41,0.41,0.04,0.4
3711,0.53,0.35,0.35,0.54,0.52,0.35,0.6,0.2,0.06,0.13
3712,0.67,0.6,0.59,0.57,0.6,0.38,0.74,0.55,0.03,0.29
3713,0.58,0.64,0.41,0.3,0.54,0.69,0.68,0.77,0.03,0.37
3714,0.71,0.72,0.43,0.36,0.12,0.05,0.11,0.4,0.06,0.22
3715,0.29,0.2,0.05,0.55,0.15,0.29,0.09,0.05,0.18,0.18
3716,0.66,0.46,0.5,0.67,0.47,0.38,0.66,0.45,0.1,0.1
3717,0.58,0.28,0.42,0.31,0.4,0.14,0.63,0.08,0.02,0.13
3718,0.39,0.18,0.1,0.5,0.15,0.53,0.06,0.07,0.75,0.2
3719,0.71,0.63,0.49,0.23,0.37,0.59,0.7,0.78,0.06,0.22
3720,0.67,0.71,0.29,0.56,0.17,0.04,0.12,0.37,0.08,0.1
3721,0.4,0.16,0.27,0.38,0.38,0.39,0.22,0.13,0.14,0.19
3722,0.57,0.39,0.43,0.49,0.46,0.48,0.68,0.33,0.06,0.2
3723,0.11,0.2,0.08,0.28,0.1,0.06,0.02,0.12,0.93,0.36
3724,0.41,0.13,0.4,0.34,0.55,0.5,0.41,0.26,0.1,0.28
3725,0.29,0.26,0.33,0.63,0.3,0.58,0.28,0.61,0.23,0.43
3726,0.47,0.33,0.35,0.3,0.32,0.34,0.22,0.51,0.51,0.58
3727,0.56,0.47,0.37,0.57,0.6,0.15,0.55,0.17,0.02,0.3
3728,0.23,0.26,0.11,0.37,0.14,0.16,0.04,0.42,0.76,0.35
3729,0.57,0.43,0.36,0.37,0.61,0.17,0.59,0.09,0.02,0.1
3730,0.32,0.1,0.14,0.39,0.07,0.14,0.03,0.16,0.6,0.28
3731,0.47,0.21,0.15,0.36,0.1,0.04,0.03,0.17,0.57,0.43
3732,0.45,0.57,0.26,0.46,0.58,0.44,0.4,0.19,0.02,0.37
3733,0.65,0.46,0.4,0.56,0.31,0.45,0.33,0.39,0.09,0.17
3734,0.43,0.37,0.37,0.61,0.58,0.43,0.35,0.37,0.1,0.36
3735,0.5,0.32,0.33,0.42,0.35,0.38,0.69,0.09,0.02,0.06
3736,0.5,0.36,0.52,0.46,0.64,0.76,0.55,0.37,0.06,0.22
3737,0.33,0.45,0.22,0.27,0.22,0.45,0.05,0.67,0.82,0.64
3738,0.29,0.2,0.18,0.46,0.05,0.06,0.02,0.3,0.83,0.27
3739,0.57,0.18,0.09,0.52,0.09,0.09,0.06,0.07,0.09,0.09
3740,0.44,0.57,0.23,0.6,0.08,0.04,0.12,0.22,0.12,0.17
3741,0.55,0.45,0.46,0.36,0.36,0.25,0.56,0.68,0.13,0.53
3742,0.43,0.33,0.19,0.55,0.08,0.05,0.03,0.22,0.05,0.36
3743,0.5,0.3,0.43,0.79,0.1,0.09,0.12,0.55,0.34,0.21
3744,0.45,0.45,0.29,0.15,0.32,0.09,0.04,0.4,0.39,0.58
3745,0.56,0.56,0.35,0.5,0.23,0.13,0.46,0.55,0.24,0.64
3746,0.47,0.34,0.28,0.64,0.1,0.04,0.11,0.16,0.23,0.22
3747,0.52,0.52,0.28,0.6,0.37,0.13,0.37,0.36,0.04,0.45
3748,0.57,0.4,0.2,0.32,0.39,0.16,0.26,0.07,0.05,0.15
3749,0.59,0.47,0.51,0.51,0.71,0.52,0.7,0.5,0.08,0.44
3750,0.62,0.51,0.46,0.62,0.54,0.2,0.63,0.35,0.04,0.14
3751,0.47,0.38,0.24,0.32,0.37,0.48,0.22,0.49,0.05,0.2
3752,0.37,0.33,0.19,0.5,0.23,0.17,0.03,0.59,0.8,0.66
3753,0.6,0.45,0.27,0.5,0.13,0.02,0.06,0.12,0.18,0.26
3754,0.23,0.11,0.37,0.3,0.49,0.53,0.15,0.14,0.11,0.36
3755,0.46,0.32,0.3,0.56,0.67,0.15,0.6,0.25,0.04,0.27
3756,0.54,0.42,0.28,0.32,0.27,0.18,0.19,0.15,0.11,0.07
3757,0.41,0.15,0.36,0.17,0.31,0.63,0.18,0.24,0.06,0.3
3758,0.19,0.19,0.1,0.28,0.07,0.12,0.03,0.3,0.83,0.21
3759,0.58,0.55,0.27,0.56,0.67,0.44,0.58,0.37,0.03,0.4
3760,0.42,0.23,0.34,0.5,0.42,0.07,0.54,0.15,0.04,0.04
3761,0.35,0.22,0.35,0.58,0.39,0.58,0.35,0.59,0.13,0.53
3762,0.5,0.27,0.44,0.43,0.29,0.44,0.21,0.47,0.17,0.3
3763,0.75,0.61,0.52,0.44,0.32,0.63,0.74,0.6,0.03,0.16
3764,0.32,0.21,0.32,0.39,0.45,0.55,0.08,0.3,0.27,0.34
3765,0.36,0.27,0.22,0.28,0.67,0.24,0.54,0.09,0.02,0.13
3766,0.47,0.49,0.18,0.59,0.12,0.09,0.1,0.44,0.69,0.56
3767,0.75,0.65,0.46,0.45,0.41,0.44,0.77,0.69,0.03,0.17
3768,0.56,0.64,0.27,0.26,0.11,0.13,0.04,0.53,0.64,0.33
3769,0.68,0.44,0.25,0.55,0.52,0.24,0.47,0.26,0.02,0.12
3770,0.33,0.13,0.27,0.57,0.19,0.62,0.08,0.3,0.43,0.39
3771,0.57,0.64,0.36,0.33,0.13,0.1,0.05,0.33,0.09,0.31
3772,0.31,0.18,0.15,0.61,0.21,0.52,0.06,0.1,0.2,0.17
3773,0.61,0.47,0.36,0.52,0.59,0.23,0.51,0.17,0.02,0.28
3774,0.64,0.73,0.34,0.29,0.08,0.04,0.05,0.59,0.12,0.26
3775,0.6,0.64,0.17,0.49,0.16,0.06,0.07,0.25,0.09,0.24
3776,0.43,0.67,0.26,0.45,0.24,0.1,0.08,0.46,0.15,0.74
3777,0.58,0.36,0.57,0.35,0.49,0.49,0.78,0.14,0.03,0.09
3778,0.27,0.2,0.24,0.83,0.04,0.03,0.03,0.13,0.69,0.16
3779,0.55,0.34,0.57,0.48,0.5,0.29,0.65,0.08,0.03,0.06
3780,0.4,0.29,0.2,0.24,0.54,0.25,0.45,0.18,0.07,0.37
3781,0.48,0.26,0.23,0.55,0.26,0.07,0.28,0.12,0.1,0.12
3782,0.4,0.2,0.29,0.7,0.09,0.15,0.04,0.34,0.75,0.51
3783,0.51,0.19,0.19,0.6,0.3,0.26,0.36,0.47,0.12,0.29
3784,0.26,0.17,0.29,0.44,0.63,0.15,0.44,0.07,0.02,0.13
3785,0.39,0.24,0.25,0.43,0.21,0.2,0.34,0.16,0.07,0.2
3786,0.73,0.47,0.23,0.4,0.45,0.22,0.52,0.34,0.03,0.2
3787,0.42,0.14,0.39,0.36,0.53,0.3,0.26,0.24,0.19,0.36
3788,0.46,0.23,0.43,0.29,0.57,0.58,0.29,0.18,0.05,0.35
3789,0.49,0.3,0.45,0.48,0.52,0.13,0.45,0.12,0.05,0.13
3790,0.39,0.19,0.19,0.51,0.25,0.22,0.37,0.09,0.07,0.15
3791,0.65,0.6,0.58,0.53,0.56,0.36,0.75,0.49,0.04,0.21
3792,0.3,0.23,0.12,0.43,0.09,0.38,0.05,0.64,0.8,0.53
3793,0.65,0.4,0.37,0.46,0.67,0.17,0.42,0.43,0.03,0.17
3794,0.5,0.37,0.54,0.39,0.46,0.37,0.81,0.25,0.03,0.15
3795,0.3,0.25,0.12,0.26,0.12,0.07,0.03,0.17,0.77,0.43
3796,0.54,0.37,0.47,0.35,0.27,0.37,0.46,0.27,0.09,0.14
3797,0.75,0.57,0.29,0.48,0.33,0.06,0.4,0.24,0.03,0.1
3798,0.59,0.38,0.31,0.62,0.08,0.05,0.03,0.25,0.24,0.19
3799,0.24,0.08,0.09,0.56,0.03,0.02,0.02,0.08,0.49,0.19
3800,0.56,0.26,0.37,0.5,0.51,0.13,0.52,0.24,0.09,0.2
3801,0.65,0.69,0.56,0.58,0.18,0.08,0.17,0.4,0.27,0.21
3802,0.52,0.35,0.28,0.49,0.41,0.2,0.26,0.2,0.03,0.38
3803,0.59,0.47,0.54,0.49,0.42,0.52,0.69,0.24,0.04,0.14
3804,0.42,0.33,0.13,0.6,0.13,0.7,0.08,0.23,0.38,0.46
3805,0.54,0.36,0.49,0.45,0.46,0.38,0.65,0.27,0.07,0.32
3806,0.56,0.5,0.29,0.34,0.15,0.04,0.19,0.36,0.16,0.37
3807,0.5,0.69,0.21,0.55,0.11,0.07,0.17,0.44,0.39,0.43
3808,0.69,0.78,0.48,0.52,0.14,0.05,0.32,0.63,0.08,0.21
3809,0.52,0.36,0.3,0.23,0.23,0.53,0.54,0.12,0.05,0.09
3810,0.58,0.39,0.33,0.48,0.23,0.26,0.19,0.52,0.52,0.43
3811,0.29,0.2,0.09,0.42,0.07,0.08,0.03,0.25,0.71,0.36
3812,0.27,0.22,0.23,0.32,0.21,0.43,0.03,0.21,0.89,0.61
3813,0.26,0.2,0.38,0.56,0.28,0.41,0.09,0.12,0.58,0.58
3814,0.71,0.62,0.44,0.56,0.57,0.17,0.52,0.3,0.02,0.09
3815,0.61,0.49,0.56,0.32,0.34,0.45,0.66,0.59,0.09,0.37
3816,0.13,0.14,0.2,0.53,0.32,0.42,0.06,0.06,0.64,0.58
3817,0.47,0.32,0.52,0.26,0.45,0.31,0.5,0.34,0.46,0.54
3818,0.51,0.44,0.55,0.51,0.66,0.31,0.47,0.19,0.04,0.26
3819,0.31,0.22,0.3,0.23,0.35,0.55,0.22,0.19,0.15,0.31
3820,0.63,0.59,0.48,0.61,0.25,0.07,0.12,0.68,0.37,0.31
3821,0.67,0.46,0.55,0.48,0.69,0.27,0.72,0.15,0.03,0.14
3822,0.67,0.46,0.38,0.34,0.57,0.48,0.66,0.7,0.04,0.22
3823,0.53,0.31,0.4,0.5,0.31,0.46,0.39,0.35,0.07,0.23
3824,0.67,0.66,0.44,0.46,0.46,0.52,0.69,0.67,0.04,0.32
3825,0.6,0.7,0.26,0.53,0.21,0.12,0.22,0.44,0.25,0.54
3826,0.52,0.12,0.31,0.25,0.28,0.35,0.11,0.17,0.08,0.3
3827,0.63,0.48,0.15,0.43,0.2,0.06,0.03,0.24,0.16,0.12
3828,0.41,0.11,0.19,0.31,0.54,0.2,0.09,0.19,0.02,0.12
3829,0.41,0.38,0.53,0.51,0.51,0.34,0.54,0.09,0.04,0.23
3830,0.64,0.56,0.42,0.38,0.41,0.57,0.75,0.66,0.08,0.14
3831,0.59,0.35,0.52,0.51,0.44,0.14,0.67,0.08,0.02,0.06
3832,0.76,0.64,0.29,0.46,0.27,0.09,0.53,0.53,0.03,0.13
3833,0.39,0.27,0.36,0.28,0.65,0.33,0.46,0.16,0.06,0.32
3834,0.5,0.47,0.35,0.44,0.31,0.57,0.23,0.59,0.38,0.59
3835,0.54,0.37,0.32,0.47,0.52,0.38,0.64,0.24,0.06,0.15
3836,0.36,0.36,0.53,0.42,0.69,0.36,0.6,0.09,0.03,0.3
3837,0.54,0.4,0.48,0.4,0.49,0.67,0.58,0.73,0.14,0.57
3838,0.34,0.26,0.16,0.41,0.07,0.16,0.04,0.7,0.8,0.55
3839,0.54,0.12,0.33,0.46,0.54,0.1,0.46,0.12,0.03,0.06
3840,0.23,0.29,0.13,0.63,0.08,0.06,0.03,0.4,0.86,0.71
3841,0.58,0.41,0.57,0.56,0.53,0.43,0.74,0.27,0.06,0.2
3842,0.36,0.21,0.35,0.51,0.35,0.8,0.24,0.57,0.33,0.57
3843,0.63,0.45,0.42,0.41,0.56,0.26,0.71,0.52,0.13,0.46
3844,0.33,0.28,0.1,0.29,0.09,0.05,0.04,0.35,0.78,0.47
3845,0.69,0.71,0.4,0.58,0.16,0.04,0.12,0.44,0.19,0.25
3846,0.57,0.34,0.34,0.43,0.5,0.23,0.26,0.08,0.02,0.1
3847,0.51,0.28,0.39,0.47,0.29,0.42,0.24,0.46,0.38,0.6
3848,0.53,0.35,0.23,0.53,0.13,0.06,0.04,0.42,0.86,0.64
3849,0.66,0.56,0.43,0.36,0.34,0.36,0.61,0.69,0.11,0.3
3850,0.56,0.26,0.58,0.26,0.76,0.26,0.45,0.27,0.04,0.18
3851,0.55,0.4,0.25,0.41,0.53,0.18,0.7,0.28,0.06,0.28
3852,0.67,0.47,0.41,0.49,0.34,0.19,0.74,0.23,0.02,0.1
3853,0.43,0.21,0.21,0.38,0.37,0.1,0.69,0.16,0.02,0.06
3854,0.56,0.4,0.29,0.26,0.61,0.3,0.43,0.41,0.21,0.44
3855,0.44,0.19,0.36,0.36,0.75,0.44,0.3,0.28,0.1,0.28
3856,0.59,0.4,0.52,0.33,0.36,0.14,0.31,0.38,0.02,0.11
3857,0.49,0.09,0.45,0.42,0.46,0.26,0.16,0.13,0.09,0.18
3858,0.49,0.27,0.44,0.18,0.27,0.21,0.14,0.25,0.03,0.2
3859,0.45,0.2,0.13,0.72,0.18,0.49,0.15,0.07,0.18,0.15
3860,0.31,0.21,0.25,0.31,0.49,0.12,0.32,0.15,0.08,0.49
3861,0.7,0.53,0.53,0.44,0.61,0.31,0.41,0.28,0.06,0.18
3862,0.59,0.42,0.33,0.31,0.45,0.54,0.55,0.52,0.07,0.36
3863,0.32,0.29,0.29,0.38,0.73,0.18,0.59,0.08,0.02,0.1
3864,0.35,0.38,0.15,0.62,0.29,0.36,0.16,0.13,0.52,0.39
3865,0.18,0.16,0.34,0.15,0.34,0.53,0.09,0.19,0.27,0.39
3866,0.43,0.33,0.26,0.78,0.08,0.05,0.06,0.41,0.61,0.51
3867,0.54,0.4,0.48,0.43,0.6,0.22,0.69,0.11,0.02,0.07
3868,0.53,0.58,0.45,0.65,0.26,0.09,0.09,0.47,0.55,0.56
3869,0.64,0.74,0.45,0.43,0.17,0.09,0.28,0.71,0.08,0.25
3870,0.61,0.58,0.35,0.56,0.24,0.04,0.1,0.21,0.13,0.16
3871,0.45,0.37,0.32,0.78,0.16,0.07,0.06,0.46,0.44,0.37
3872,0.74,0.63,0.41,0.43,0.53,0.23,0.67,0.41,0.03,0.15
3873,0.62,0.27,0.16,0.6,0.09,0.07,0.11,0.57,0.46,0.3
3874,0.28,0.22,0.1,0.7,0.06,0.05,0.03,0.07,0.52,0.14
3875,0.7,0.59,0.37,0.33,0.06,0.07,0.09,0.32,0.06,0.08
3876,0.48,0.36,0.51,0.3,0.48,0.31,0.61,0.13,0.04,0.14
3877,0.24,0.1,0.15,0.58,0.28,0.3,0.05,0.16,0.72,0.43
3878,0.61,0.65,0.18,0.27,0.13,0.21,0.05,0.71,0.79,0.66
3879,0.47,0.33,0.23,0.56,0.54,0.13,0.62,0.14,0.03,0.14
3880,0.53,0.51,0.4,0.6,0.67,0.35,0.52,0.36,0.04,0.57
3881,0.76,0.64,0.58,0.49,0.28,0.34,0.77,0.41,0.02,0.1
3882,0.44,0.15,0.15,0.59,0.24,0.13,0.28,0.11,0.11,0.21
3883,0.39,0.18,0.41,0.51,0.18,0.42,0.25,0.23,0.19,0.39
3884,0.26,0.21,0.24,0.35,0.57,0.13,0.14,0.07,0.19,0.25
3885,0.6,0.49,0.57,0.6,0.55,0.59,0.67,0.49,0.03,0.22
3886,0.62,0.55,0.38,0.5,0.56,0.44,0.59,0.46,0.03,0.25
3887,0.64,0.46,0.22,0.59,0.51,0.26,0.53,0.36,0.03,0.22
3888,0.71,0.53,0.28,0.45,0.39,0.18,0.6,0.25,0.02,0.09
3889,0.32,0.14,0.36,0.23,0.44,0.49,0.21,0.24,0.07,0.3
3890,0.35,0.15,0.42,0.29,0.52,0.45,0.18,0.18,0.06,0.35
3891,0.43,0.2,0.27,0.62,0.19,0.28,0.13,0.44,0.52,0.64
3892,0.75,0.64,0.59,0.54,0.28,0.4,0.78,0.4,0.03,0.23
3893,0.69,0.5,0.57,0.5,0.63,0.36,0.79,0.42,0.04,0.21
3894,0.56,0.55,0.43,0.68,0.2,0.05,0.09,0.4,0.33,0.24
3895,0.33,0.27,0.33,0.4,0.61,0.35,0.46,0.14,0.05,0.36
3896,0.52,0.55,0.28,0.58,0.22,0.05,0.05,0.33,0.65,0.44
3897,0.47,0.31,0.28,0.72,0.15,0.18,0.26,0.41,0.18,0.45
3898,0.49,0.25,0.22,0.8,0.07,0.05,0.05,0.3,0.65,0.26
3899,0.53,0.3,0.47,0.22,0.7,0.24,0.37,0.37,0.07,0.25
3900,0.68,0.43,0.52,0.53,0.53,0.12,0.56,0.27,0.09,0.24
3901,0.33,0.22,0.29,0.67,0.37,0.63,0.31,0.22,0.11,0.3
3902,0.21,0.18,0.14,0.67,0.08,0.05,0.02,0.14,0.87,0.5
3903,0.28,0.43,0.17,0.34,0.1,0.11,0.03,0.55,0.87,0.73
3904,0.49,0.22,0.3,0.39,0.51,0.5,0.66,0.06,0.02,0.07
3905,0.56,0.26,0.45,0.39,0.5,0.22,0.69,0.14,0.02,0.09
3906,0.66,0.68,0.5,0.55,0.16,0.04,0.14,0.44,0.26,0.18
3907,0.49,0.33,0.11,0.74,0.11,0.23,0.08,0.09,0.34,0.12
3908,0.49,0.18,0.37,0.18,0.48,0.16,0.25,0.23,0.22,0.46
3909,0.24,0.12,0.39,0.26,0.52,0.66,0.2,0.24,0.08,0.32
3910,0.7,0.34,0.27,0.7,0.3,0.3,0.16,0.37,0.23,0.23
